Year,Geography,Measure type,Annual Mean Temperature,Unit of Measure
1982,Northern Ireland,Annual Mean Temperature,8.617529699,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1930,England,Annual Mean Temperature,9.073763315,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1993,Northern Ireland,Annual Mean Temperature,8.453518027,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1894,UK,Annual Mean Temperature,8.185849507,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1894,Northern Ireland,Annual Mean Temperature,8.502031562,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1890,Wales,Annual Mean Temperature,8.083425644,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1939,Wales trend,Annual Mean Temperature,8.761306882,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1928,Wales trend,Annual Mean Temperature,8.605882708,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1917,Wales trend,Annual Mean Temperature,8.538854047,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1906,Wales trend,Annual Mean Temperature,8.478734731,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2004,UK,Annual Mean Temperature,9.441717596,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2004,Northern Ireland,Annual Mean Temperature,9.428214481,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2015,UK,Annual Mean Temperature,9.184396795,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2015,Northern Ireland,Annual Mean Temperature,8.82244411,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2018,England,Annual Mean Temperature,10.43166227,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2007,England,Annual Mean Temperature,10.33555682,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1904,Scotland,Annual Mean Temperature,6.811122514,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2020,Scotland trend,Annual Mean Temperature,7.801552328,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1915,Scotland,Annual Mean Temperature,6.461923123,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1897,England,Annual Mean Temperature,8.970810575,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1926,Scotland,Annual Mean Temperature,7.281160055,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2005,UK,Annual Mean Temperature,9.415262356,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2016,UK,Annual Mean Temperature,9.286370847,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1950,Northern Ireland,Annual Mean Temperature,8.419059425,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1961,Northern Ireland,Annual Mean Temperature,8.690732082,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1972,Northern Ireland,Annual Mean Temperature,8.075450082,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1905,Scotland,Annual Mean Temperature,7.194316685,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1983,Northern Ireland,Annual Mean Temperature,9.031388548,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1916,Scotland,Annual Mean Temperature,6.89427041,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1994,Northern Ireland,Annual Mean Temperature,8.724140274,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1927,Scotland,Annual Mean Temperature,6.73035937,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1884,Northern Ireland,Annual Mean Temperature,8.695982131,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1896,England,Annual Mean Temperature,8.888949863,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1938,Scotland,Annual Mean Temperature,7.683305315,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1895,Northern Ireland,Annual Mean Temperature,7.850103562,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1885,England,Annual Mean Temperature,8.111326685,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1949,Scotland,Annual Mean Temperature,7.906579973,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1995,England,Annual Mean Temperature,10.07049907,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2010,Wales,Annual Mean Temperature,8.118087616,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1984,England,Annual Mean Temperature,9.278570164,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1973,England,Annual Mean Temperature,9.177750274,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1962,England,Annual Mean Temperature,8.102612137,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1951,England,Annual Mean Temperature,8.873838055,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1940,England,Annual Mean Temperature,8.612035273,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1950,UK,Annual Mean Temperature,8.29967211,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1949,Wales trend,Annual Mean Temperature,8.81112604,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1938,Wales trend,Annual Mean Temperature,8.752666135,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1961,UK,Annual Mean Temperature,8.669570438,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1972,UK,Annual Mean Temperature,8.100739372,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1927,Wales trend,Annual Mean Temperature,8.599373192,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1983,UK,Annual Mean Temperature,8.826009671,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2005,Northern Ireland,Annual Mean Temperature,9.56934326,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1916,Wales trend,Annual Mean Temperature,8.537790425,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1994,UK,Annual Mean Temperature,8.885166384,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1905,Wales trend,Annual Mean Temperature,8.472034957,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2016,Northern Ireland,Annual Mean Temperature,9.31705541,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1884,UK,Annual Mean Temperature,8.475600874,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1895,UK,Annual Mean Temperature,7.546528384,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2017,England,Annual Mean Temperature,10.39131266,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2010,Scotland trend,Annual Mean Temperature,7.777003206,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2006,England,Annual Mean Temperature,10.57091674,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1973,UK,Annual Mean Temperature,8.431589808,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2011,Scotland trend,Annual Mean Temperature,7.78432177,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1984,UK,Annual Mean Temperature,8.573475027,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1940,Northern Ireland,Annual Mean Temperature,8.381099754,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1995,UK,Annual Mean Temperature,9.173812192,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1885,UK,Annual Mean Temperature,7.361354658,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1951,Northern Ireland,Annual Mean Temperature,8.242711452,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1962,Northern Ireland,Annual Mean Temperature,7.964689726,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1896,UK,Annual Mean Temperature,8.259370683,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1973,Northern Ireland,Annual Mean Temperature,8.639427123,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2016,England,Annual Mean Temperature,10.11731249,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1984,Northern Ireland,Annual Mean Temperature,8.553488497,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2005,England,Annual Mean Temperature,10.16335723,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1995,Northern Ireland,Annual Mean Temperature,9.35378526,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1885,Northern Ireland,Annual Mean Temperature,7.806881726,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1896,Northern Ireland,Annual Mean Temperature,8.614911503,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1906,Scotland,Annual Mean Temperature,7.004199507,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1917,Scotland,Annual Mean Temperature,6.366829425,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2006,UK,Annual Mean Temperature,9.702520356,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2017,UK,Annual Mean Temperature,9.530665863,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1928,Scotland,Annual Mean Temperature,6.907431393,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1939,Scotland,Annual Mean Temperature,7.359430082,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1895,England,Annual Mean Temperature,8.280555699,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1884,England,Annual Mean Temperature,9.26128377,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2006,Northern Ireland,Annual Mean Temperature,9.632953808,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1994,England,Annual Mean Temperature,9.837158822,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1959,Wales trend,Annual Mean Temperature,8.657103535,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2017,Northern Ireland,Annual Mean Temperature,9.482875507,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1983,England,Annual Mean Temperature,9.603511836,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1972,England,Annual Mean Temperature,8.775140082,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1948,Wales trend,Annual Mean Temperature,8.818578901,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2020,Wales,Annual Mean Temperature,9.917470082,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1890,Scotland trend,Annual Mean Temperature,6.632718232,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1961,England,Annual Mean Temperature,9.49332389,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1937,Wales trend,Annual Mean Temperature,8.740677129,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1950,England,Annual Mean Temperature,9.062736521,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1926,Wales trend,Annual Mean Temperature,8.593722635,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1915,Wales trend,Annual Mean Temperature,8.535402048,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1904,Wales trend,Annual Mean Temperature,8.466489007,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1940,UK,Annual Mean Temperature,8.007832814,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1951,UK,Annual Mean Temperature,8.113060438,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1962,UK,Annual Mean Temperature,7.561311699,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2000,Scotland trend,Annual Mean Temperature,7.659003678,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1930,Northern Ireland,Annual Mean Temperature,8.139915397,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2001,Scotland trend,Annual Mean Temperature,7.687033323,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1941,Northern Ireland,Annual Mean Temperature,8.255029781,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2012,Scotland trend,Annual Mean Temperature,7.785190553,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1952,Northern Ireland,Annual Mean Temperature,8.294987186,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1963,Northern Ireland,Annual Mean Temperature,7.786329699,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1974,Northern Ireland,Annual Mean Temperature,8.342817726,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1985,Northern Ireland,Annual Mean Temperature,7.938199562,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1996,Northern Ireland,Annual Mean Temperature,8.447857787,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1886,Northern Ireland,Annual Mean Temperature,7.785029562,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1897,Northern Ireland,Annual Mean Temperature,8.530169644,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1930,UK,Annual Mean Temperature,8.291005205,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1941,UK,Annual Mean Temperature,7.956245479,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1952,UK,Annual Mean Temperature,7.99254276,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1963,UK,Annual Mean Temperature,7.403362301,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1974,UK,Annual Mean Temperature,8.377417562,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2015,England,Annual Mean Temperature,10.14750778,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1985,UK,Annual Mean Temperature,7.784863808,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2004,England,Annual Mean Temperature,10.21258161,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1996,UK,Annual Mean Temperature,8.178423169,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1886,UK,Annual Mean Temperature,7.451675096,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1897,UK,Annual Mean Temperature,8.229974575,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2007,Northern Ireland,Annual Mean Temperature,9.766166055,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2018,Northern Ireland,Annual Mean Temperature,9.183818849,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1990,Scotland trend,Annual Mean Temperature,7.255704567,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1907,Scotland,Annual Mean Temperature,6.622782959,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1918,Scotland,Annual Mean Temperature,6.906530164,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1891,Scotland trend,Annual Mean Temperature,6.651784522,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1929,Scotland,Annual Mean Temperature,6.743650055,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1969,Wales trend,Annual Mean Temperature,8.575300769,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1958,Wales trend,Annual Mean Temperature,8.673187615,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1947,Wales trend,Annual Mean Temperature,8.81778577,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1894,England,Annual Mean Temperature,8.822902986,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1936,Wales trend,Annual Mean Temperature,8.723884088,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1993,England,Annual Mean Temperature,9.131745205,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2007,UK,Annual Mean Temperature,9.564108411,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1925,Wales trend,Annual Mean Temperature,8.586872195,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1982,England,Annual Mean Temperature,9.44202611,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1914,Wales trend,Annual Mean Temperature,8.535567001,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2018,UK,Annual Mean Temperature,9.445941863,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1971,England,Annual Mean Temperature,9.308293151,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1903,Wales trend,Annual Mean Temperature,8.458697588,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1960,England,Annual Mean Temperature,9.259723415,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1898,UK,Annual Mean Temperature,8.875231479,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1935,Wales trend,Annual Mean Temperature,8.711466483,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1920,Northern Ireland,Annual Mean Temperature,8.388887486,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1931,Northern Ireland,Annual Mean Temperature,8.226515096,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1924,Wales trend,Annual Mean Temperature,8.580107233,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1942,Northern Ireland,Annual Mean Temperature,8.458839699,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1913,Wales trend,Annual Mean Temperature,8.531915826,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2002,Scotland trend,Annual Mean Temperature,7.71324045,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1953,Northern Ireland,Annual Mean Temperature,9.195108082,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1893,England,Annual Mean Temperature,9.443771945,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1902,Wales trend,Annual Mean Temperature,8.449513902,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2013,Scotland trend,Annual Mean Temperature,7.794662739,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1964,Northern Ireland,Annual Mean Temperature,8.645834372,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1992,England,Annual Mean Temperature,9.491984508,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1975,Northern Ireland,Annual Mean Temperature,8.969314247,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1986,Northern Ireland,Annual Mean Temperature,7.721718658,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1981,England,Annual Mean Temperature,8.844482685,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1997,Northern Ireland,Annual Mean Temperature,9.529718301,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1970,England,Annual Mean Temperature,9.101231041,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1887,Northern Ireland,Annual Mean Temperature,8.323445233,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1898,Northern Ireland,Annual Mean Temperature,9.226366329,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2008,UK,Annual Mean Temperature,9.021623552,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2019,UK,Annual Mean Temperature,9.388839151,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1909,England trend,Annual Mean Temperature,8.850041467,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2008,Northern Ireland,Annual Mean Temperature,9.053265628,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2019,Northern Ireland,Annual Mean Temperature,9.34813526,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1980,Scotland trend,Annual Mean Temperature,7.031694873,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1920,UK,Annual Mean Temperature,8.450561557,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1991,Scotland trend,Annual Mean Temperature,7.293832483,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2014,England,Annual Mean Temperature,10.74573942,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1931,UK,Annual Mean Temperature,7.978350712,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1942,UK,Annual Mean Temperature,8.032649945,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2003,England,Annual Mean Temperature,10.23034005,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1892,Scotland trend,Annual Mean Temperature,6.672870214,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1953,UK,Annual Mean Temperature,8.909713123,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1964,UK,Annual Mean Temperature,8.309637978,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1975,UK,Annual Mean Temperature,8.76912074,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1979,Wales trend,Annual Mean Temperature,8.643004014,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1908,Scotland,Annual Mean Temperature,7.278252131,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1986,UK,Annual Mean Temperature,7.674404411,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1968,Wales trend,Annual Mean Temperature,8.569328487,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1957,Wales trend,Annual Mean Temperature,8.69219833,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1997,UK,Annual Mean Temperature,9.408207479,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1919,Scotland,Annual Mean Temperature,6.153753726,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1946,Wales trend,Annual Mean Temperature,8.813615329,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1887,UK,Annual Mean Temperature,7.508783945,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1921,Northern Ireland,Annual Mean Temperature,9.396715315,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1989,Wales trend,Annual Mean Temperature,8.921582394,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1932,Northern Ireland,Annual Mean Temperature,8.48892877,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1978,Wales trend,Annual Mean Temperature,8.637133327,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2013,England,Annual Mean Temperature,9.42526063,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1943,Northern Ireland,Annual Mean Temperature,9.171364712,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2002,England,Annual Mean Temperature,10.28143063,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1967,Wales trend,Annual Mean Temperature,8.569049007,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1954,Northern Ireland,Annual Mean Temperature,8.412304301,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1956,Wales trend,Annual Mean Temperature,8.703277901,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1965,Northern Ireland,Annual Mean Temperature,7.91389011,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1945,Wales trend,Annual Mean Temperature,8.810024704,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1910,UK,Annual Mean Temperature,8.090229644,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1976,Northern Ireland,Annual Mean Temperature,8.717967896,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1921,UK,Annual Mean Temperature,9.240960192,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1909,Scotland,Annual Mean Temperature,6.314620219,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1934,Wales trend,Annual Mean Temperature,8.697785417,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2003,Scotland trend,Annual Mean Temperature,7.733640486,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1987,Northern Ireland,Annual Mean Temperature,8.237502,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1932,UK,Annual Mean Temperature,8.350144754,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1923,Wales trend,Annual Mean Temperature,8.57243525,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2014,Scotland trend,Annual Mean Temperature,7.804916093,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1998,Northern Ireland,Annual Mean Temperature,9.324572466,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1912,Wales trend,Annual Mean Temperature,8.527524204,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1943,UK,Annual Mean Temperature,8.881350685,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1888,Northern Ireland,Annual Mean Temperature,7.998748689,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1954,UK,Annual Mean Temperature,8.127874055,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1901,Wales trend,Annual Mean Temperature,8.436897607,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
